geoid10,landareasqm,waterareasqm,intptlat10,intptlon10,historicalgrizzlyrange,disttocurrentgrizzlyrangem,dev_share,crop_share,pasture_share,gasslands_share,startdate,enddate,status,ipaddress,progress,durationinseconds,finished,recordeddate,responseid,recipientlastname,recipientfirstname,recipientemail,externalreference,locationlatitude,locationlongitude,distributionchannel,userlanguage,q_recaptchascore,q_ballotboxstuffing,state,q27,q29,q1,q2,q3,q35,q54_1,q54_2,q54_3,q28_1,q28_2,q28_3,q3645,q20,q32,q21,q22,q23,q25,q24,q26,q3654,q30,q31,q34,opp,transaction_id,svid,rid,risn,gc,term,region,ls,ps
7461,218147747,2766663,41.247021,-74.610519,0,2778936,.059999999,.029999999,.17,.02,2023-05-30T08:46:23Z,2023-05-30T08:51:56Z,IP Address,24.185.178.212,100,332,TRUE,2023-05-30T08:51:57Z,R_2uD5GjQyLS967EM,NA,NA,NA,NA,41.058102,-74.752701,anonymous,EN,0.8999999761581421,NA,New Jersey,65 to 74 years,Male,Slightly important,Not informed at all,Not informed at all,NA,3,3,3,2,2,2,Decrease (more strict) thresholds,1 to 5 times,Agree,No visits in past five years,Observed bear from a safe distance,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Bachelor degree,Moderate,"Between $75,000 and $99,999",Qual37847-0505-GrizzlyBears-[BM],0MfmU3tmkIH4BKLNqfp2HG,15954811,NA,NA,1,NA,National,{Invalid Expression},696
7512,10263550,180476,40.903416,-74.21978,0,2821764,.92000002,0,0,0,2023-05-30T08:54:01Z,2023-05-30T08:57:22Z,IP Address,108.50.139.176,100,200,TRUE,2023-05-30T08:57:22Z,R_3Di0k3yB8pg5cqA,NA,NA,NA,NA,40.957199,-74.1604,anonymous,EN,1,NA,New Jersey,45 to 54 years,Male,Very important,Slightly informed,Slightly informed,NA,2,3,5+,5+,3,2,Do not change thresholds,1 to 5 times,Agree,No visits in past five years,Observed bear from a safe distance,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Bachelor degree,Very liberal,"Between $75,000 and $99,999",Qual37847-0505-GrizzlyBears-[BM],2plBwXvd8jnSeopPnfa5d3,15954811,NA,NA,1,NA,National,{Invalid Expression},696
7514,2389015,147551,40.926991,-74.143837,0,2827039,1,0,0,0,2023-05-25T12:06:27Z,2023-05-25T12:23:09Z,IP Address,172.58.235.69,100,1001,TRUE,2023-05-25T12:23:09Z,R_3CU8FZ6NV0QJWaT,NA,NA,NA,NA,40.705299,-74.086601,anonymous,EN,1,NA,New Jersey,55 to 59 years,Female,Very important,Slightly informed,Slightly informed,NA,3,2,1,3,3,2,Decrease (more strict) thresholds,1 to 5 times,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Some college,Moderate,"Between $25,000 and $34,999",Qual37847-0505-GrizzlyBears-[BM],75ovsDsvfiRuOhLSqpp9LU,15954811,NA,NA,1,NA,National,{Invalid Expression},696
7871,97975942,5372435,41.046696,-74.627991,0,2784202,.17,.02,.029999999,0,2023-05-30T09:28:50Z,2023-05-30T09:32:09Z,IP Address,67.83.120.181,100,198,TRUE,2023-05-30T09:32:10Z,R_2fuNONMGfQYdxKZ,NA,NA,NA,NA,41.028702,-74.642899,anonymous,EN,1,NA,New Jersey,45 to 54 years,Male,Very important,Slightly informed,Not informed at all,NA,1,3,5+,Unlimited (never remove),3,5+,Increase (more lenient) thresholds,6 to 10 times,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Bachelor degree,Moderate,"$200,000 or more",Qual37847-0505-GrizzlyBears-[BM],7un59rzzRA75tcNQUYmABi,15905568,NA,NA,1,NA,National,{Invalid Expression},593
8053,75518831,1087132,39.856678,-74.90081,0,2808613,.31999999,.0099999998,0,0,2023-05-30T08:04:48Z,2023-05-30T08:10:24Z,IP Address,73.178.55.52,100,335,TRUE,2023-05-30T08:10:25Z,R_3k4IekWJekzozO6,NA,NA,NA,NA,39.945801,-74.904198,anonymous,EN,0.8999999761581421,NA,New Jersey,65 to 74 years,Female,Very important,Not informed at all,Not informed at all,NA,2,1,1,2,1,1,Do not change thresholds,1 to 5 times,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Graduate Degree,Conservative,"Between $25,000 and $34,999",Qual37847-0505-GrizzlyBears-[BM],1YBHxvkdUM4PpO8hM63USs,15954811,NA,NA,1,NA,National,{Invalid Expression},696
8081,69263473,645792,39.732941,-74.976654,0,2807224,.43000001,.029999999,0,0,2023-05-30T09:17:19Z,2023-05-30T09:23:14Z,IP Address,76.98.77.147,100,355,TRUE,2023-05-30T09:23:15Z,R_Tn3sGwOm8tsT2gN,NA,NA,NA,NA,39.945801,-74.904198,anonymous,EN,1,NA,Wyoming,25 to 34 years,Female,Very important,Very informed,Very informed,NA,3,4,2,Unlimited (never remove),Unlimited (never remove),Unlimited (never remove),Increase (more lenient) thresholds,6 to 10 times,Agree,6 to 10 times,Observed bear from a safe distance,"Yes, 1-2 years",Strongly disagree,No,"Electric Fence,Preventing access to crops, grain, and/or livestock foods,Use of bear-proof trash cans","Electric Fence,Preventing access to crops, grain, and/or livestock foods,Use of bear-proof trash cans",Some college,Very conservative,"Between $35,000 and $49,999",Qual37847-0505-GrizzlyBears-[BM],50mW9PaSOccZChwID0PooP,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
8360,110988963,1068533,39.494484,-75.005768,0,2814802,.37,.12,0,.0099999998,2023-05-30T11:08:02Z,2023-05-30T11:11:38Z,IP Address,69.248.248.227,100,216,TRUE,2023-05-30T11:11:39Z,R_2SADhtExKqoGK3r,NA,NA,NA,NA,39.482601,-75.002701,anonymous,EN,1,NA,New Jersey,65 to 74 years,Male,Very important,Slightly informed,Not informed at all,NA,2,4,4,1,1,1,Do not change thresholds,No visits in past five years,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,High school graduate,Moderate,"Between $35,000 and $49,999",Qual37847-0505-GrizzlyBears-[BM],1e6zbDuKoqvKHW81zZUmiD,15954811,NA,NA,1,NA,National,{Invalid Expression},696
8540,134484063,2610255,40.36301,-74.655319,0,2807691,.28,.050000001,.039999999,.0099999998,2023-05-30T10:06:00Z,2023-05-30T10:15:46Z,IP Address,73.226.28.164,100,586,TRUE,2023-05-30T10:15:47Z,R_2uWo1X6EOk3sAMe,NA,NA,NA,NA,40.641201,-74.909401,anonymous,EN,0.8999999761581421,NA,New Jersey,45 to 54 years,Male,Important,Informed,Informed,NA,5+,2,1,5+,2,1,Decrease (more strict) thresholds,More than 15 times,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Bachelor degree,Very liberal,"Between $35,000 and $49,999",Qual37847-0505-GrizzlyBears-[BM],4GRm6JT9W3gAQgp4SPSRlj,15905568,NA,NA,1,NA,National,{Invalid Expression},593
8610,19985020,584560,40.191174,-74.716606,0,2809584,.5,0,0,0,2023-05-30T09:14:36Z,2023-05-30T09:37:54Z,IP Address,24.228.14.88,100,1398,TRUE,2023-05-30T09:37:55Z,R_3OqwCW5u2wjozJY,NA,NA,NA,NA,40.199402,-74.711998,anonymous,EN,1,NA,New Jersey,35 to 44 years,Female,Important,Not informed at all,Not informed at all,NA,3,2,1,5+,3,2,Do not change thresholds,1 to 5 times,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Associate degree,Moderate,"$200,000 or more",Qual37847-0505-GrizzlyBears-[BM],2aiEPci5AHpiMueqVb5iXB,15954811,NA,NA,1,NA,National,{Invalid Expression},696
8691,67680003,989153,40.208729,-74.592094,0,2818615,.36000001,.19,0,0,2023-05-30T08:41:03Z,2023-05-30T08:43:19Z,IP Address,71.168.178.162,100,135,TRUE,2023-05-30T08:43:19Z,R_1B8erdDyfMTSzD3,NA,NA,NA,NA,40.265999,-74.521698,anonymous,EN,0.8999999761581421,NA,New Jersey,60 to 64 years,Female,Very important,Slightly informed,Slightly informed,NA,5+,3,3,5+,3,3,Do not change thresholds,1 to 5 times,Agree,1 to 5 times,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Bachelor degree,Very conservative,"Between $100,000 and $149,999",Qual37847-0505-GrizzlyBears-[BM],1H5D4fI6f9YmE6OKg3ICGI,15954811,NA,NA,1,NA,National,{Invalid Expression},696
8816,53325603,1226554,40.429119,-74.41629,0,2824217,.63999999,.039999999,0,.02,2023-05-30T08:46:40Z,2023-05-30T08:52:03Z,IP Address,69.248.84.147,100,322,TRUE,2023-05-30T08:52:03Z,R_1msWXd8TPXh5ZQh,NA,NA,NA,NA,40.430599,-74.402,anonymous,EN,1,NA,New Jersey,45 to 54 years,Female,Slightly important,Not informed at all,Not informed at all,NA,5+,3,2,Unlimited (never remove),5+,2,Do not change thresholds,No visits in past five years,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Bachelor degree,Liberal,"$200,000 or more",Qual37847-0505-GrizzlyBears-[BM],7yNcA3p4R8VmFQTTZusswF,15954811,NA,NA,1,NA,National,{Invalid Expression},696
8848,86420603,1819012,40.590687,-75.088219,0,2763800,.059999999,.11,.18000001,0,2023-05-30T08:36:11Z,2023-05-30T08:40:20Z,IP Address,174.206.226.133,100,248,TRUE,2023-05-30T08:40:21Z,R_egNzSXKXWFojBK1,NA,NA,NA,NA,40.694698,-74.268799,anonymous,EN,1,NA,New Jersey,65 to 74 years,Female,Very important,Slightly informed,Slightly informed,NA,4,1,2,4,1,2,Do not change thresholds,1 to 5 times,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,High school graduate,Conservative,"Under $15,000",Qual37847-0505-GrizzlyBears-[BM],1rmDsdVgB88zlEDXn9z9ld,15954811,NA,NA,1,NA,National,{Invalid Expression},696
8873,83647256,1106971,40.49662,-74.532005,0,2812250,.5,.18000001,.0099999998,0,2023-05-30T09:01:02Z,2023-05-30T09:04:22Z,IP Address,98.221.152.242,100,200,TRUE,2023-05-30T09:04:23Z,R_3FUxEtKtBYh6Sc1,NA,NA,NA,NA,40.4856,-74.626503,anonymous,EN,0.800000011920929,NA,New Jersey,25 to 34 years,No Response,Very important,Slightly informed,Not informed at all,NA,5+,3,2,Unlimited (never remove),3,1,Increase (more lenient) thresholds,1 to 5 times,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Bachelor degree,Moderate,"Under $15,000",Qual37847-0505-GrizzlyBears-[BM],5fRwFDUL5WUSBazyDBI8In,15954811,NA,NA,1,NA,National,{Invalid Expression},696
10001,1591494,0,40.750637,-73.997177,0,2845275,1,0,0,0,2023-05-30T11:30:38Z,2023-05-30T11:41:03Z,IP Address,23.237.152.116,100,624,TRUE,2023-05-30T11:41:04Z,R_3PqbvfX0XpfMgCH,NA,NA,NA,NA,41.886799,-87.638603,anonymous,EN,1,NA,New Jersey,25 to 34 years,Male,Slightly important,Not informed at all,Not informed at all,NA,3,5+,3,5+,4,Unlimited (never remove),Increase (more lenient) thresholds,No visits in past five years,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,High school graduate,Conservative,"Between $25,000 and $34,999",Qual37847-0505-GrizzlyBears-[BM],54kWDsRvLJaMw8NSamBUBa,15954811,NA,NA,1,NA,National,{Invalid Expression},696
10002,2275174,0,40.715775,-73.986214,0,2847458,1,0,0,0,2023-05-30T08:27:54Z,2023-05-30T08:30:15Z,IP Address,172.56.36.232,100,140,TRUE,2023-05-30T08:30:15Z,R_2SHQVFYNvYPeIIp,NA,NA,NA,NA,40.708199,-74.189102,anonymous,EN,1,NA,New York,20 to 24 years,Male,Important,Slightly informed,Informed,NA,3,3,2,2,1,4,Decrease (more strict) thresholds,1 to 5 times,Agree,1 to 5 times,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Associate degree,Moderate,"Between $75,000 and $99,999",Qual37847-0505-GrizzlyBears-[BM],1AXuvDzgQOWI5M9gU8v4cX,15905568,NA,NA,1,NA,National,{Invalid Expression},593
10002,2275174,0,40.715775,-73.986214,0,2847458,1,0,0,0,2023-05-30T09:32:30Z,2023-05-30T09:39:07Z,IP Address,216.158.142.166,100,396,TRUE,2023-05-30T09:39:07Z,R_VU2YGZIhPabx82Z,NA,NA,NA,NA,40.750301,-74.001404,anonymous,EN,1,NA,New York,25 to 34 years,Male,Important,Slightly informed,Slightly informed,NA,1,1,4,4,4,4,Increase (more lenient) thresholds,6 to 10 times,Agree,1 to 5 times,Observed bear from a safe distance,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Bachelor degree,Moderate,"Between $35,000 and $49,999",Qual37847-0505-GrizzlyBears-[BM],36w5XVhVQkEcqnohX3oV6z,15905568,NA,NA,1,NA,National,{Invalid Expression},593
10003,1493003,0,40.731831,-73.989182,0,2846617,1,0,0,0,2023-05-30T09:38:43Z,2023-05-30T09:48:13Z,IP Address,207.144.32.184,100,570,TRUE,2023-05-30T09:48:14Z,R_2PBcVBdgrX1B0DT,NA,NA,NA,NA,34.567299,-80.916298,anonymous,EN,0.8999999761581421,NA,New York,25 to 34 years,Male,Important,Slightly informed,Informed,NA,3,5+,4,1,2,3,Increase (more lenient) thresholds,More than 15 times,Agree,6 to 10 times,Observed bear from a safe distance,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Bachelor degree,Moderate,"Between $100,000 and $149,999",Qual37847-0505-GrizzlyBears-[BM],2ZsDUehETfxFh8HP886xm9,15954811,NA,NA,1,NA,National,{Invalid Expression},696
10005,188254,0,40.706005,-74.008789,0,2846032,0,0,0,0,2023-05-30T11:07:53Z,2023-05-30T11:12:04Z,IP Address,72.46.205.73,100,250,TRUE,2023-05-30T11:12:05Z,R_1JOx2qwmZ5n1HnT,NA,NA,NA,NA,29.572001,-95.540001,anonymous,EN,1,NA,Wyoming,20 to 24 years,Male,Important,Informed,Slightly informed,NA,3,5+,5+,2,4,3,Increase (more lenient) thresholds,6 to 10 times,Agree,1 to 5 times,Observed bear from a safe distance,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Some college,Moderate,"Between $35,000 and $49,999",Qual37847-0505-GrizzlyBears-[BM],3MkWiakgjpqPABmXkZALsg,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
10010,988475,0,40.739105,-73.982452,0,2846878,0,0,0,0,2023-05-30T09:03:53Z,2023-05-30T09:08:10Z,IP Address,35.143.72.163,100,257,TRUE,2023-05-30T09:08:11Z,R_3st7taKgS1pKBCc,NA,NA,NA,NA,27.9032,-82.2911,anonymous,EN,1,NA,New York,25 to 34 years,Male,Slightly important,Slightly informed,Slightly informed,NA,2,2,2,2,2,2,Decrease (more strict) thresholds,More than 15 times,Agree,6 to 10 times,Observed bear from a safe distance,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Bachelor degree,Conservative,"$200,000 or more",Qual37847-0505-GrizzlyBears-[BM],3JbFN3qLCVeiInqDi7m2pD,15954811,NA,NA,1,NA,National,{Invalid Expression},696
10016,1378167,0,40.74522,-73.978294,0,2846979,1,0,0,0,2023-05-30T08:51:47Z,2023-05-30T08:54:36Z,IP Address,65.88.88.201,100,169,TRUE,2023-05-30T08:54:37Z,R_3D9VArcA3YYP3JD,NA,NA,NA,NA,40.742802,-73.971199,anonymous,EN,0.8999999761581421,NA,New York,60 to 64 years,Male,Very important,Not informed at all,Not informed at all,NA,3,4,5+,1,1,1,Increase (more lenient) thresholds,1 to 5 times,Agree,1 to 5 times,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Bachelor degree,Moderate,"$200,000 or more",Qual37847-0505-GrizzlyBears-[BM],0BE29hSfKrp5Xhfl5LkPD9,15954811,NA,NA,1,NA,National,{Invalid Expression},696
10026,860743,0,40.80238,-73.952682,0,2846873,1,0,0,0,2023-05-30T09:27:08Z,2023-05-30T09:38:17Z,IP Address,67.243.142.178,100,668,TRUE,2023-05-30T09:38:18Z,R_12RnQwtkb0N45gs,NA,NA,NA,NA,40.712299,-74.006798,anonymous,EN,1,NA,New York,55 to 59 years,Female,Important,Slightly informed,Not informed at all,NA,3,2,1,Unlimited (never remove),Unlimited (never remove),Unlimited (never remove),Do not change thresholds,No visits in past five years,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Graduate Degree,Liberal,"Between $100,000 and $149,999",Qual37847-0505-GrizzlyBears-[BM],6XPWaWahXjDELEaNrhUJzJ,15954811,NA,NA,1,NA,National,{Invalid Expression},696
10029,2102364,0,40.791763,-73.94397,0,2847963,1,0,0,0,2023-05-30T08:59:36Z,2023-05-30T09:09:53Z,IP Address,74.66.81.189,100,616,TRUE,2023-05-30T09:09:54Z,R_1mUcs5NBLgMLFzA,NA,NA,NA,NA,40.712299,-74.006798,anonymous,EN,NA,NA,New York,65 to 74 years,Female,Very important,Not informed at all,Not informed at all,NA,2,3,4,Unlimited (never remove),5+,5+,Do not change thresholds,No visits in past five years,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Some college,Moderate,"Between $25,000 and $34,999",Qual37847-0505-GrizzlyBears-[BM],2vpjffsN8QPNVdRFzFXILY,15954811,NA,NA,1,NA,National,{Invalid Expression},696
10065,984654,0,40.764629,-73.963142,0,2847455,1,0,0,0,2023-05-30T11:49:18Z,2023-05-30T11:53:13Z,IP Address,108.26.192.248,100,234,TRUE,2023-05-30T11:53:13Z,R_3rS6FufwwcuoTm0,NA,NA,NA,NA,42.3559,-71.208298,anonymous,EN,0.8999999761581421,NA,New York,60 to 64 years,Male,Important,Slightly informed,Slightly informed,NA,3,3,3,3,3,3,Do not change thresholds,1 to 5 times,Agree,No visits in past five years,Observed bear from a safe distance,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Bachelor degree,Very liberal,"Between $100,000 and $149,999",Qual37847-0505-GrizzlyBears-[BM],7yzjQbZuMRJmTNJzUnYIq4,15905568,NA,NA,1,NA,National,{Invalid Expression},593
10451,2665303,9963,40.820454,-73.925064,0,2848481,1,0,0,0,2023-05-30T08:10:47Z,2023-05-30T08:13:20Z,IP Address,71.190.75.235,100,153,TRUE,2023-05-30T08:13:21Z,R_3PXGEhrk7XTAIzf,NA,NA,NA,NA,40.877701,-73.907997,anonymous,EN,0.8999999761581421,NA,New York,25 to 34 years,Female,Slightly important,Not informed at all,Not informed at all,NA,5+,5+,5+,1,1,1,Decrease (more strict) thresholds,No visits in past five years,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Bachelor degree,Conservative,"Between $35,000 and $49,999",Qual37847-0505-GrizzlyBears-[BM],73ydLjtBPSCsVsaSpRIc9j,15954811,NA,NA,1,NA,National,{Invalid Expression},696
10451,2665303,9963,40.820454,-73.925064,0,2848481,1,0,0,0,2023-05-30T08:53:05Z,2023-05-30T08:55:34Z,IP Address,172.58.128.219,100,148,TRUE,2023-05-30T08:55:34Z,R_1Egioo1HUYJwPqX,NA,NA,NA,NA,25.811899,-80.231796,anonymous,EN,0.8999999761581421,NA,New York,18 to 19 years,Female,Important,Slightly informed,Slightly informed,NA,1,3,2,1,5+,2,Increase (more lenient) thresholds,6 to 10 times,Agree,6 to 10 times,NA,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Some college,Conservative,"Between $15,000 and $24,999",Qual37847-0505-GrizzlyBears-[BM],5xPNo3B2hEFkVBb47tzPbz,15954811,NA,NA,1,NA,National,{Invalid Expression},696
10458,2603707,0,40.86253,-73.888161,0,2849759,1,0,0,0,2023-05-30T08:11:33Z,2023-05-30T08:20:42Z,IP Address,67.81.30.27,100,548,TRUE,2023-05-30T08:20:42Z,R_2pS6VQPYxfNWg2x,NA,NA,NA,NA,40.862202,-73.890198,anonymous,EN,1,NA,New York,55 to 59 years,Male,Very important,Not informed at all,Slightly informed,NA,5+,3,1,Unlimited (never remove),3,1,Do not change thresholds,No visits in past five years,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Some college,Conservative,"Between $35,000 and $49,999",Qual37847-0505-GrizzlyBears-[BM],459ZnpJoHvKDHrlnO7akgX,15954811,NA,NA,1,NA,National,{Invalid Expression},696
10458,2603707,0,40.86253,-73.888161,0,2849759,1,0,0,0,2023-05-30T09:50:04Z,2023-05-30T09:57:25Z,IP Address,47.17.216.3,100,440,TRUE,2023-05-30T09:57:25Z,R_25Lw92tG0OmjhOO,NA,NA,NA,NA,40.877701,-73.907997,anonymous,EN,0.8999999761581421,NA,New York,55 to 59 years,Male,Not important at all,Not informed at all,Not informed at all,NA,3,2,1,4,5+,3,Increase (more lenient) thresholds,No visits in past five years,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,High school graduate,Moderate,"Between $25,000 and $34,999",Qual37847-0505-GrizzlyBears-[BM],0vVemQaLRSSyRHPBJ2tr47,15905568,NA,NA,1,NA,National,{Invalid Expression},593
10459,2124313,0,40.825855,-73.892944,0,2850744,1,0,0,0,2023-05-30T08:49:11Z,2023-05-30T08:58:07Z,IP Address,69.127.108.62,100,535,TRUE,2023-05-30T08:58:08Z,R_1lue8EiK2fU0hVy,NA,NA,NA,NA,40.8312,-73.9067,anonymous,EN,0.8999999761581421,NA,New York,45 to 54 years,Male,Very important,Slightly informed,Informed,NA,3,3,1,Unlimited (never remove),2,1,Increase (more lenient) thresholds,1 to 5 times,Agree,No visits in past five years,Observed bear from a safe distance,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Some college,Conservative,"Between $25,000 and $34,999",Qual37847-0505-GrizzlyBears-[BM],10A1L9tNmmOepCG5j8HpXf,15905568,NA,NA,1,NA,National,{Invalid Expression},593
10467,6049162,0,40.869953,-73.865761,0,2850206,1,0,0,0,2023-05-30T09:21:44Z,2023-05-30T09:26:07Z,IP Address,173.56.231.29,100,262,TRUE,2023-05-30T09:26:07Z,R_pGdnqQE26XjJlCh,NA,NA,NA,NA,40.8881,-73.8414,anonymous,EN,0.8999999761581421,NA,New York,45 to 54 years,Male,Important,Slightly informed,Slightly informed,NA,2,4,5+,3,2,1,Do not change thresholds,No visits in past five years,Agree,No visits in past five years,Observed bear from a safe distance,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Associate degree,Moderate,"Between $50,000 and $64,999",Qual37847-0505-GrizzlyBears-[BM],0o2JPe7mwx8cKcVQNoxj1D,15954811,NA,NA,1,NA,National,{Invalid Expression},696
10473,5539540,5538,40.818691,-73.858475,0,2853748,.82999998,0,0,.17,2023-05-30T08:17:30Z,2023-05-30T09:02:06Z,IP Address,68.197.106.159,100,2676,TRUE,2023-05-30T09:02:07Z,R_PZLQ3vqR1JkyNqx,NA,NA,NA,NA,40.821999,-73.860001,anonymous,EN,1,NA,New York,65 to 74 years,Male,Not important at all,Not informed at all,Not informed at all,NA,2,2,2,Unlimited (never remove),3,2,Do not change thresholds,No visits in past five years,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Associate degree,Moderate,"Under $15,000",Qual37847-0505-GrizzlyBears-[BM],3crGGGY3Q6TCg4iga3jsll,15905568,NA,NA,1,NA,National,{Invalid Expression},593
